postcode, woonplaats, gemeente, provincie, breedtegraad, lengtegraad
8264, Kampen, Kampen, Overijssel, 52.5577627, 5.8915635
8265, Kampen, Kampen, Overijssel, 52.5404583, 5.8895659
8266, Kampen, Kampen, Overijssel, 52.5400175, 5.9251884
8267, Kampen, Kampen, Overijssel, 52.6040619, 5.903176
8271, IJsselmuiden, Kampen, Overijssel, 52.5653152, 5.9325723
8274, Wilsum, Kampen, Overijssel, 52.5293995, 5.9634435
8275, 's-Heerenbroek, Kampen, Overijssel, 52.5384188, 6.0121874
8276, Zalk, Kampen, Overijssel, 52.5206144, 6.0088264
8277, Grafhorst, Kampen, Overijssel, 52.5806421, 5.9337653
8278, Kamperveen, Kampen, Overijssel, 52.5092678, 5.9151615
8280, Genemuiden, Zwartewaterland, Overijssel, 52.6255389, 6.0424139
8281, Genemuiden, Zwartewaterland, Overijssel, 52.6191047, 6.0523908
8291, Mastenbroek, Zwartewaterland, Overijssel, 52.5913292, 6.0360363
8292, Mastenbroek, Zwartewaterland, Overijssel, 52.60096, 6.01977
8293, Mastenbroek, Zwartewaterland, Overijssel, 52.5668269, 6.0042327
8294, Mastenbroek, Zwartewaterland, Overijssel, 52.5760505, 6.0335428
8300, Emmeloord, Noordoostpolder, Flevoland, 52.714596, 5.7507377
8301, Emmeloord, Noordoostpolder, Flevoland, 52.7083612, 5.7590309
8302, Emmeloord, Noordoostpolder, Flevoland, 52.7379457, 5.7438855
8303, Emmeloord, Noordoostpolder, Flevoland, 52.7095374, 5.7209111
8304, Emmeloord, Noordoostpolder, Flevoland, 52.6863286, 5.7569797
8305, Emmeloord, Noordoostpolder, Flevoland, 52.716881, 5.7906803
8307, Ens, Noordoostpolder, Flevoland, 52.636582, 5.8271288
8308, Nagele, Noordoostpolder, Flevoland, 52.6441699, 5.7242342
8309, Tollebeek, Noordoostpolder, Flevoland, 52.6785436, 5.6771077
8311, Espel, Noordoostpolder, Flevoland, 52.724601, 5.6419913
8312, Creil, Noordoostpolder, Flevoland, 52.7632436, 5.6585421
8313, Rutten, Noordoostpolder, Flevoland, 52.8063117, 5.6972857
8314, Bant, Noordoostpolder, Flevoland, 52.7668017, 5.7499054
8315, Luttelgeest, Noordoostpolder, Flevoland, 52.7452418, 5.8533301
8316, Marknesse, Noordoostpolder, Flevoland, 52.7115592, 5.8645588
8317, Kraggenburg, Noordoostpolder, Flevoland, 52.662505, 5.899955
8319, Schokland, Noordoostpolder, Flevoland, 52.6439531, 5.7736587
8320, Urk, Urk, Flevoland, 52.6636333, 5.6020369
8321, Urk, Urk, Flevoland, 52.6637512, 5.6127926
8322, Urk, Urk, Flevoland, 52.6681031, 5.634071
8325, Vollenhove, Steenwijkerland, Overijssel, 52.6734759, 5.9625154
8326, Sint Jansklooster, Steenwijkerland, Overijssel, 52.6781926, 6.0081125
8330, Steenwijk, Steenwijkerland, Overijssel, 52.7886096, 6.1118291
8331, Steenwijk, Steenwijkerland, Overijssel, 52.7837242, 6.1170889
8332, Steenwijk, Steenwijkerland, Overijssel, 52.7989613, 6.1342565
8334, Tuk, Steenwijkerland, Overijssel, 52.796389, 6.094722
8335, Witte Paarden, Steenwijkerland, Overijssel, 52.8094237, 6.0777804
8336, Baars, Steenwijkerland, Overijssel, 52.8133461, 6.0909096
8337, De Pol, Steenwijkerland, Overijssel, 52.824016, 6.0781888
8338, Willemsoord, Steenwijkerland, Overijssel, 52.8252656, 6.0624376
8339, Marijenkampen, Steenwijkerland, Overijssel, 52.8154534, 6.0589933
8341, Steenwijkerwold, Steenwijkerland, Overijssel, 52.8045827, 6.0647433
8342, Basse, Steenwijkerland, Overijssel, 52.8046033, 6.031882
8343, Zuidveen, Steenwijkerland, Overijssel, 52.7779722, 6.1061692
8344, Onna, Steenwijkerland, Overijssel, 52.7731967, 6.1598236
8345, Kallenkote, Steenwijkerland, Overijssel, 52.7953581, 6.1722833
8346, De Bult, Steenwijkerland, Overijssel, 52.814115, 6.1242803
8347, Eesveen, Steenwijkerland, Overijssel, 52.8243647, 6.142197
8351, Wapserveen, Westerveld, Drenthe, 52.8274572, 6.2330688
8355, Giethoorn, Steenwijkerland, Overijssel, 52.7401779, 6.0779779
8356, Blokzijl, Steenwijkerland, Overijssel, 52.7260165, 5.9621294
8361, IJsselham, Steenwijkerland, Overijssel, 52.8081866, 5.9574952
8362, Nederland, Steenwijkerland, Overijssel, 52.7549781, 5.9652516
8363, Wetering, Steenwijkerland, Overijssel, 52.7611021, 5.9933761
8371, Scheerwolde, Steenwijkerland, Overijssel, 52.7568944, 6.014545
8372, Baarlo, Zwartewaterland, Overijssel, 52.7374104, 5.9498583
8373, Blankenham, Steenwijkerland, Overijssel, 52.7653927, 5.8987326
8374, Kuinre, Steenwijkerland, Overijssel, 52.7876615, 5.8412115
8375, Oldemarkt, Steenwijkerland, Overijssel, 52.8201219, 5.9748349
8376, Ossenzijl, Steenwijkerland, Overijssel, 52.8087816, 5.9211295
8377, Kalenberg, Steenwijkerland, Overijssel, 52.7762674, 5.9560481
8378, Paasloo, Steenwijkerland, Overijssel, 52.8133756, 6.013115
8381, Vledder, Westerveld, Drenthe, 52.8574253, 6.2104423
8382, Frederiksoord, Westerveld, Drenthe, 52.8434333, 6.1838777
8383, Nijensleek, Westerveld, Drenthe, 52.833003, 6.1601381
8384, Wilhelminaoord, Westerveld, Drenthe, 52.8572074, 6.1666239
8385, Vledderveen, Westerveld, Drenthe, 52.8763431, 6.187924
8386, Doldersum, Westerveld, Drenthe, 52.886922, 6.2458838
8387, Boschoord, Westerveld, Drenthe, 52.883333, 6.216667
8388, Oosterstreek, Weststellingwerf, Friesland, 52.899167, 6.169167
8389, Zandhuizen, Weststellingwerf, Friesland, 52.9117216, 6.1526872
8390, Noordwolde, Weststellingwerf, Friesland, 52.9306298, 6.1361115
8391, Noordwolde, Weststellingwerf, Friesland, 52.8905767, 6.1412468
8392, Boijl, Weststellingwerf, Friesland, 52.9101278, 6.2007187
8393, Vinkega, Weststellingwerf, Friesland, 52.872999, 6.1151444
8394, De Hoeve, Weststellingwerf, Friesland, 52.8868001, 6.0884871
8395, Steggerda, Weststellingwerf, Friesland, 52.8566917, 6.0751422
8396, Peperga, Weststellingwerf, Friesland, 52.8484746, 6.0507283
8397, De Blesse, Weststellingwerf, Friesland, 52.8428329, 6.041826
8398, Blesdijke, Weststellingwerf, Friesland, 52.8296248, 6.0146236
8400, Gorredijk, Opsterland, Friesland, 53.0034544, 6.064626
8401, Gorredijk, Opsterland, Friesland, 53.003762, 6.0648636
8403, Jonkerslân, Opsterland, Friesland, 52.97564, 6.04255
8404, Langezwaag, Opsterland, Friesland, 52.9824148, 6.0025602
8405, Luxwoude, Opsterland, Friesland, 52.9964646, 5.9822194
8406, Tijnje, Opsterland, Friesland, 53.031338, 5.9934442
8407, Terwispel, Opsterland, Friesland, 53.0192697, 6.0493237
8408, Lippenhuizen, Opsterland, Friesland, 53.0174444, 6.0919597
8409, Hemrik, Opsterland, Friesland, 53.0316772, 6.1379988
8410, Jubbega, Heerenveen, Friesland, 52.9748154, 6.0950066
8411, Jubbega, Heerenveen, Friesland, 53.0034237, 6.1221374
8412, Hoornsterzwaag, Heerenveen, Friesland, 52.9983239, 6.1723081
8413, Oudehorne, Heerenveen, Friesland, 52.9609287, 6.0765496
8414, Nieuwehorne, Heerenveen, Friesland, 52.9483417, 6.0570387
8415, Bontebok, Heerenveen, Friesland, 52.9632199, 6.0281857
8420, Oldeberkoop, Ooststellingwerf, Friesland, 52.9390541, 6.1277258
8421, Oldeberkoop, Ooststellingwerf, Friesland, 52.9386406, 6.1307136
8422, Nijeberkoop, Ooststellingwerf, Friesland, 52.9586587, 6.191014
8423, Makkinga, Ooststellingwerf, Friesland, 52.980487, 6.2173244
8424, Elsloo, Ooststellingwerf, Friesland, 52.9405589, 6.2378214
8425, Langedijke, Ooststellingwerf, Friesland, 52.9616811, 6.2816475
8426, Appelscha, Ooststellingwerf, Friesland, 52.9523997, 6.3563031
8427, Ravenswoud, Ooststellingwerf, Friesland, 52.9651208, 6.3808774
8428, Fochteloo, Ooststellingwerf, Friesland, 52.985614, 6.3385027
8430, Oosterwolde, Ooststellingwerf, Friesland, 52.9898754, 6.2958994
8431, Oosterwolde, Ooststellingwerf, Friesland, 52.9982454, 6.2866004
8432, Haule, Ooststellingwerf, Friesland, 53.0365305, 6.3046863
8433, Haulerwijk, Ooststellingwerf, Friesland, 53.0653054, 6.3319233
8434, Waskemeer, Ooststellingwerf, Friesland, 53.0563837, 6.2813745
8435, Donkerbroek, Ooststellingwerf, Friesland, 53.0173249, 6.2349711
8437, Zorgvlied, Westerveld, Drenthe, 52.9216165, 6.2538379
8438, Wateren, Westerveld, Drenthe, 52.9104343, 6.2814045
8439, Oude Willem, Westerveld, Drenthe, 52.9068106, 6.3291884
8440, Heerenveen, Heerenveen, Friesland, 52.9614637, 5.9210856
8441, Heerenveen, Heerenveen, Friesland, 52.9771023, 5.911295
8442, Heerenveen, Heerenveen, Friesland, 52.9560115, 5.929173
8443, Heerenveen, Heerenveen, Friesland, 52.9446734, 5.9405193
8444, Heerenveen, Heerenveen, Friesland, 52.9305019, 5.9546927
8445, Heerenveen, Heerenveen, Friesland, 52.9384409, 5.9305509
8446, Heerenveen, Heerenveen, Friesland, 52.9497769, 5.9192052
8447, Heerenveen, Heerenveen, Friesland, 52.9611137, 5.9078528
8448, Heerenveen, Heerenveen, Friesland, 52.9675745, 5.9402995
8449, Terband, Heerenveen, Friesland, 53.0060142, 5.897299
8451, Oudeschoot, Heerenveen, Friesland, 52.933158, 5.9798679
8452, Nieuweschoot, Heerenveen, Friesland, 52.9309449, 5.9332436
8453, Oranjewoud, Heerenveen, Friesland, 52.9504028, 5.9633787
8454, Mildam, Heerenveen, Friesland, 52.9349101, 6.0030051
8455, Katlijk, Heerenveen, Friesland, 52.9473703, 6.0124351
8456, De Knipe, Heerenveen, Friesland, 52.9685087, 5.9674586
8457, Gersloot, Heerenveen, Friesland, 53.0046927, 5.96085
8458, Tjalleberd, Heerenveen, Friesland, 52.9978296, 5.9432282
8459, Luinjeberd, Heerenveen, Friesland, 52.9918842, 5.9247596
8461, Rottum, Skarsterlân, Friesland, 52.9356565, 5.8917903
8462, Rotstergaast, Skarsterlân, Friesland, 52.9004303, 5.8937014
8463, Rotsterhaule, Skarsterlân, Friesland, 52.9227609, 5.8449816
8464, Sintjohannesga, Skarsterlân, Friesland, 52.9363021, 5.8659471
8465, Oudehaske, Skarsterlân, Friesland, 52.9568858, 5.8714262
8466, Nijehaske, Skarsterlân, Friesland, 52.9613501, 5.8935762
8467, Vegelinsoord, Skarsterlân, Friesland, 52.9993439, 5.8636397
8468, Haskerdijken, Skarsterlân, Friesland, 52.9927516, 5.8820568
8469, Nieuwebrug, Skarsterlân, Friesland, 52.9907088, 5.8849227
8470, Wolvega, Weststellingwerf, Friesland, 52.8781093, 5.9887014
8471, Wolvega, Weststellingwerf, Friesland, 52.8676069, 6.0013114
8472, Wolvega, Weststellingwerf, Friesland, 52.8763149, 6.0152733
8474, Oldeholtpade, Weststellingwerf, Friesland, 52.8927613, 6.047896
8475, Nijeholtpade, Weststellingwerf, Friesland, 52.9124446, 6.0783552
8476, Ter Idzard, Weststellingwerf, Friesland, 52.9050559, 6.0370666
8477, Oldeholtwolde, Weststellingwerf, Friesland, 52.9064184, 6.0107631
8478, Sonnega, Weststellingwerf, Friesland, 52.8697601, 5.9684037
8479, Oldetrijne, Weststellingwerf, Friesland, 52.8619047, 5.946056
8481, Nijetrijne, Weststellingwerf, Friesland, 52.8429864, 5.9086643
8482, Spanga, Weststellingwerf, Friesland, 52.8188502, 5.8850429
8483, Scherpenzeel, Weststellingwerf, Friesland, 52.8317587, 5.8754856
8484, Langelille, Weststellingwerf, Friesland, 52.8423439, 5.8440204
8485, Munnekeburen, Weststellingwerf, Friesland, 52.8508842, 5.8880353
8486, Oldelamer, Weststellingwerf, Friesland, 52.8712795, 5.9320965
8487, Nijelamer, Weststellingwerf, Friesland, 52.8862115, 5.9582476
8488, Nijeholtwolde, Weststellingwerf, Friesland, 52.8959354, 5.9871194
8489, Slijkenburg, Weststellingwerf, Friesland, 52.8065575, 5.8442817
8490, Akkrum, Boarnsterhim, Friesland, 53.0381781, 5.8488052
8491, Akkrum, Boarnsterhim, Friesland, 53.0493736, 5.8341466
8493, Terherne, Boarnsterhim, Friesland, 53.0410043, 5.7814
8494, Nes, Boarnsterhim, Friesland, 53.0683281, 5.8652353
8495, Aldeboarn, Boarnsterhim, Friesland, 53.0481093, 5.8924892
8497, Goëngahuizen, Smallingerland, Friesland, 53.0833333, 5.8833333
8500, Joure, Skarsterlân, Friesland, 52.967918, 5.796805
8501, Joure, Skarsterlân, Friesland, 52.9721559, 5.7930415
8502, Joure, Skarsterlân, Friesland, 52.9711566, 5.8134925
8503, Joure, Skarsterlân, Friesland, 52.9628197, 5.7635429
8505, Snikzwaag, Skarsterlân, Friesland, 52.9853496, 5.7877901
8506, Haskerhorne, Skarsterlân, Friesland, 52.9533826, 5.8293375
8507, Rohel, Skarsterlân, Friesland, 52.9174277, 5.8318126
8508, Delfstrahuizen, Lemsterland, Friesland, 52.8741795, 5.8249106
8511, Goingarijp, Skarsterlân, Friesland, 53.0101991, 5.7705574
8512, Broek, Skarsterlân, Friesland, 52.983056, 5.777222
8513, Ouwsterhaule, Skarsterlân, Friesland, 52.9389359, 5.8135725
8514, Ouwster-Nijega, Skarsterlân, Friesland, 52.9296763, 5.8044253
8515, Oldeouwer, Skarsterlân, Friesland, 52.9181233, 5.7982042
8516, Doniaga, Skarsterlân, Friesland, 52.9056497, 5.747647
8517, Scharsterbrug, Skarsterlân, Friesland, 52.9430397, 5.7776424
8520, Sint Nicolaasga, Skarsterlân, Friesland, 52.9254962, 5.7409619
8521, Sint Nicolaasga, Skarsterlân, Friesland, 52.9243196, 5.7406279
8522, Tjerkgaast, Skarsterlân, Friesland, 52.9035576, 5.6783033
8523, Idskenhuizen, Skarsterlân, Friesland, 52.9283231, 5.7137736
8524, Teroele, Skarsterlân, Friesland, 52.9350628, 5.6934478
8525, Langweer, Skarsterlân, Friesland, 52.9583718, 5.723091
8526, Boornzwaag, Skarsterlân, Friesland, 52.958372, 5.7456541
8527, Legemeer, Skarsterlân, Friesland, 52.9394865, 5.7289998
8528, Dijken, Skarsterlân, Friesland, 52.9511305, 5.710463
8529, Koufurderrige, Wymbritseradiel, Friesland, 52.9543965, 5.6542861
8530, Lemmer, Lemsterland, Friesland, 52.8460331, 5.6949828
8531, Lemmer, Lemsterland, Friesland, 52.878014, 5.6806508
8532, Lemmer, Lemsterland, Friesland, 52.8568259, 5.7019512
8534, Eesterga, Lemsterland, Friesland, 52.868055, 5.7283961
8535, Follega, Lemsterland, Friesland, 52.8862034, 5.7361296
8536, Oosterzee, Lemsterland, Friesland, 52.8699773, 5.7529451
8537, Echten, Lemsterland, Friesland, 52.8765088, 5.7952089
8538, Bantega, Lemsterland, Friesland, 52.8416244, 5.7972027
8539, Echtenerbrug, Lemsterland, Friesland, 52.8733749, 5.822319
8541, Akmarijp, Skarsterlân, Friesland, 53.0056557, 5.7886028
8542, Terkaple, Skarsterlân, Friesland, 53.0136865, 5.7894517
8551, Woudsend, Wymbritseradiel, Friesland, 52.9427599, 5.6287027
8552, Smallebrugge, Wymbritseradiel, Friesland, 52.9580538, 5.6377756
8553, Indijk, Wymbritseradiel, Friesland, 52.9467921, 5.6018568
8554, IJpecolsga, Wymbritseradiel, Friesland, 53.1641642, 5.7817542
8556, Sloten, Gaasterlân-Sleat, Friesland, 52.8945213, 5.6457171
8560, Balk, Gaasterlân-Sleat, Friesland, 53.0011262, 6.2311672
8561, Balk, Gaasterlân-Sleat, Friesland, 52.8972249, 5.5798871
8563, Wijckel, Gaasterlân-Sleat, Friesland, 52.8889663, 5.6247945
8564, Ruigahuizen, Gaasterlân-Sleat, Friesland, 52.8815405, 5.5704592
8565, Sondel, Gaasterlân-Sleat, Friesland, 52.8711433, 5.5976085
8566, Nijemirdum, Gaasterlân-Sleat, Friesland, 52.8557002, 5.5673222
8567, Oudemirdum, Gaasterlân-Sleat, Friesland, 52.8494203, 5.5332441
8571, Harich, Gaasterlân-Sleat, Friesland, 52.9024442, 5.5636659
8572, Rijs, Gaasterlân-Sleat, Friesland, 52.8632514, 5.4992868
8573, Mirns, Gaasterlân-Sleat, Friesland, 52.8567456, 5.4649598
8574, Bakhuizen, Gaasterlân-Sleat, Friesland, 52.8686496, 5.45515
8581, Elahuizen, Gaasterlân-Sleat, Friesland, 52.9255427, 5.5416776
8582, Oudega, Gaasterlân-Sleat, Friesland, 52.9044748, 5.5226678
8583, Kolderwolde, Gaasterlân-Sleat, Friesland, 52.897222, 5.51
8584, Hemelum, Nijefurd, Friesland, 52.880709, 5.4560155
8600, Sneek, Sneek, Friesland, 53.0307872, 5.6696146
8601, Sneek, Sneek, Friesland, 53.033371, 5.640579
8602, Sneek, Sneek, Friesland, 53.0437233, 5.6495921
8603, Sneek, Sneek, Friesland, 53.0414961, 5.6680688
8604, Sneek, Sneek, Friesland, 53.0353444, 5.6840137
8605, Sneek, Sneek, Friesland, 53.0331644, 5.673233
8606, Sneek, Sneek, Friesland, 53.0204238, 5.6860867
8607, Sneek, Sneek, Friesland, 53.016064, 5.6645381
8608, Sneek, Sneek, Friesland, 53.0223731, 5.645198
8611, Gaastmeer, Wymbritseradiel, Friesland, 52.9645319, 5.5433936
8612, Idzega, Wymbritseradiel, Friesland, 52.9799028, 5.5533645
8613, Sandfirden, Wymbritseradiel, Friesland, 52.9881299, 5.5209776
8614, Oudega, Wymbritseradiel, Friesland, 52.9925, 5.548611
8615, Blauwhuis, Wymbritseradiel, Friesland, 53.0225, 5.532222
8616, Westhem, Wymbritseradiel, Friesland, 53.0156183, 5.5500441
8617, Abbega, Wymbritseradiel, Friesland, 53.0192891, 5.5716955
8618, Oosthem, Wymbritseradiel, Friesland, 53.0165259, 5.6012921
8621, Heeg, Wymbritseradiel, Friesland, 52.9715521, 5.605224
8622, Hommerts, Wymbritseradiel, Friesland, 52.981679, 5.6501505
8623, Jutrijp, Wymbritseradiel, Friesland, 52.994763, 5.6500956
8624, Uitwellingerga, Wymbritseradiel, Friesland, 53.0033721, 5.7053841
8625, Oppenhuizen, Wymbritseradiel, Friesland, 53.0125795, 5.6964222
8626, Offingawier, Sneek, Friesland, 53.030926, 5.6941529
8627, Gauw, Wymbritseradiel, Friesland, 53.0585683, 5.7140367
8628, Goënga, Wymbritseradiel, Friesland, 53.05, 5.7
8629, Scharnegoutum, Wymbritseradiel, Friesland, 53.0643261, 5.6802174
8631, Loënga, Sneek, Friesland, 53.05, 5.6833333
8632, Tirns, Wymbritseradiel, Friesland, 53.05892, 5.6261417
8633, IJsbrechtum, Sneek, Friesland, 53.0419773, 5.6325566
8635, Boazum, Littenseradiel, Friesland, 53.0884393, 5.6965448
8636, Britswert, Littenseradiel, Friesland, 53.1122141, 5.6756875
8637, Wieuwerd, Littenseradiel, Friesland, 53.1097084, 5.6897079
8641, Rien, Littenseradiel, Friesland, 53.0959643, 5.6578893
8642, Lutkewierum, Littenseradiel, Friesland, 53.0886961, 5.663273
8644, Dearsum, Boarnsterhim, Friesland, 53.086491, 5.7161575
8647, Sibrandabuorren, Boarnsterhim, Friesland, 53.0683264, 5.7208088
8650, IJlst, Wymbritseradiel, Friesland, 52.9680597, 5.604922
8651, IJlst, Wymbritseradiel, Friesland, 53.0113587, 5.620591
8658, Greonterp, Wymbritseradiel, Friesland, 53.0155037, 5.5190502
8700, Bolsward, Bolsward, Friesland, 53.0569848, 5.5356553
8701, Bolsward, Bolsward, Friesland, 53.0612531, 5.5216963
8702, Bolsward, Bolsward, Friesland, 53.0689611, 5.5429188
8710, Workum, Nijefurd, Friesland, 52.9601858, 5.4131901
8711, Workum, Nijefurd, Friesland, 52.9803166, 5.4495924
8713, Hindeloopen, Nijefurd, Friesland, 52.9426846, 5.4012542
8715, Stavoren, Nijefurd, Friesland, 52.8829456, 5.3607068
8721, Warns, Nijefurd, Friesland, 52.8743192, 5.4107648
8722, Molkwerum, Nijefurd, Friesland, 52.9003905, 5.39941
8723, Koudum, Nijefurd, Friesland, 52.914484, 5.4482493
8724, It Heidenskip, Nijefurd, Friesland, 52.9488351, 5.5018875
8730, Wommels, Littenseradiel, Friesland, 53.1079328, 5.590158
8731, Wommels, Littenseradiel, Friesland, 53.1081532, 5.5872898
8732, Kûbaard, Littenseradiel, Friesland, 53.1166667, 5.5666667
8733, Iens, Littenseradiel, Friesland, 53.1220978, 5.6133302
8734, Easterein, Littenseradiel, Friesland, 53.0972592, 5.6189034
8735, Itens, Littenseradiel, Friesland, 53.1014059, 5.6432917
8736, Reahûs, Littenseradiel, Friesland, 53.08372, 5.63195
8737, Hidaard, Littenseradiel, Friesland, 53.0794605, 5.6032291
8741, Hartwerd, Wûnseradiel, Friesland, 53.0681155, 5.5682032
8742, Burgwerd, Wûnseradiel, Friesland, 53.086119, 5.5458909
8743, Hichtum, Wûnseradiel, Friesland, 53.0813543, 5.525951
8744, Schettens, Wûnseradiel, Friesland, 53.0829415, 5.4836023
8745, Longerhouw, Wûnseradiel, Friesland, 53.0692241, 5.4784098
8746, Schraard, Wûnseradiel, Friesland, 53.0807887, 5.4512145
8747, Wons, Wûnseradiel, Friesland, 53.0839813, 5.423212
8748, Witmarsum, Wûnseradiel, Friesland, 53.1023274, 5.4667442
8749, Pingjum, Wûnseradiel, Friesland, 53.1158288, 5.4392565
8751, Zurich, Wûnseradiel, Friesland, 53.1111778, 5.3947511
8752, Kornwerderzand, Wûnseradiel, Friesland, 53.0726456, 5.337913
8753, Cornwerd, Wûnseradiel, Friesland, 53.0832949, 5.3907465
8754, Makkum, Wûnseradiel, Friesland, 53.0561114, 5.4032128
8755, Idsegahuizum, Wûnseradiel, Friesland, 53.0430986, 5.4180548
8756, Piaam, Wûnseradiel, Friesland, 53.0385612, 5.406829
8757, Gaast, Wûnseradiel, Friesland, 53.0163297, 5.409823
8758, Allingawier, Wûnseradiel, Friesland, 53.0476961, 5.4459764
8759, Exmorra, Wûnseradiel, Friesland, 53.055539, 5.464973
8761, Ferwoude, Wûnseradiel, Friesland, 53.0057009, 5.4332717
8762, Hieslum, Wûnseradiel, Friesland, 53.0083208, 5.4885496
8763, Parrega, Wûnseradiel, Friesland, 53.0187592, 5.4776928
8764, Dedgum, Wûnseradiel, Friesland, 53.0233306, 5.4918158
8765, Tjerkwerd, Wûnseradiel, Friesland, 53.0423532, 5.5025371
8766, Breezanddijk, Wûnseradiel, Friesland, 53.02, 5.206944
8771, Nijland, Wymbritseradiel, Friesland, 53.0509933, 5.5765426
8772, Tjalhuizum, Wymbritseradiel, Friesland, 53.0468753, 5.6140568
8773, Folsgare, Wymbritseradiel, Friesland, 53.0377002, 5.6045421
8774, Wolsum, Wymbritseradiel, Friesland, 53.0364094, 5.545277
8775, Nijhuizum, Nijefurd, Friesland, 52.9801037, 5.485533
8800, Franeker, Franekeradeel, Friesland, 53.1855183, 5.5381637
8801, Franeker, Franekeradeel, Friesland, 53.1802772, 5.5568376
8802, Franeker, Franekeradeel, Friesland, 53.1950854, 5.5287618
8804, Tzum, Franekeradeel, Friesland, 53.1588616, 5.5633501
8805, Hitzum, Franekeradeel, Friesland, 53.1661334, 5.5195989
8806, Achlum, Franekeradeel, Friesland, 53.1480338, 5.4847188
8807, Herbaijum, Franekeradeel, Friesland, 53.1848118, 5.4954675
8808, Dongjum, Franekeradeel, Friesland, 53.2084093, 5.5431818
8809, Boer, Franekeradeel, Friesland, 53.2154852, 5.5658264
8811, Ried, Franekeradeel, Friesland, 53.2237365, 5.5923017
8812, Peins, Franekeradeel, Friesland, 53.206274, 5.5944189
8813, Schalsum, Franekeradeel, Friesland, 53.1981155, 5.572159
8814, Zweins, Franekeradeel, Friesland, 53.1909074, 5.605222
8816, Skingen, Menaldumadeel, Friesland, 53.2015322, 5.6175766
8821, Kimswerd, Wûnseradiel, Friesland, 53.141862, 5.4394094
8822, Arum, Wûnseradiel, Friesland, 53.12943, 5.4774311
8823, Lollum, Wûnseradiel, Friesland, 53.1258912, 5.5309636
8831, Winsum, Littenseradiel, Friesland, 53.1527192, 5.6326533
8832, Húns, Littenseradiel, Friesland, 53.1673, 5.66671
8833, Leons, Littenseradiel, Friesland, 53.1521734, 5.6796607
8834, Baard, Littenseradiel, Friesland, 53.1422439, 5.66849
8835, Easterlittens, Littenseradiel, Friesland, 53.1353215, 5.6501712
8841, Baaium, Littenseradiel, Friesland, 53.1648887, 5.6222558
8842, Wjelsryp, Littenseradiel, Friesland, 53.1666521, 5.606909
8843, Spannum, Littenseradiel, Friesland, 53.1428386, 5.6076101
8844, Hinnaard, Littenseradiel, Friesland, 53.1125561, 5.6353678
8845, Waaksens, Littenseradiel, Friesland, 53.1099958, 5.5379145
8851, Tzummarum, Franekeradeel, Friesland, 53.2374865, 5.5498319
8852, Firdgum, Franekeradeel, Friesland, 53.2485421, 5.5601505
8853, Klooster-Lidlum, Franekeradeel, Friesland, 53.2300428, 5.5240626
8854, Oosterbierum, Franekeradeel, Friesland, 53.2345932, 5.5123207
8855, Sexbierum, Franekeradeel, Friesland, 53.2173164, 5.4843741
8856, Pietersbierum, Franekeradeel, Friesland, 53.2157199, 5.4764288
8857, Wijnaldum, Harlingen, Friesland, 53.1956574, 5.4597788
8860, Harlingen, Harlingen, Friesland, 53.1753413, 5.4182838
8861, Harlingen, Harlingen, Friesland, 53.1768359, 5.4561221
8862, Harlingen, Harlingen, Friesland, 53.1633047, 5.4568733
8871, Midlum, Harlingen, Friesland, 53.1853369, 5.476776
8872, Midlum, Harlingen, Friesland, 53.1881629, 5.4445904
8880, West-Terschelling, Terschelling, Friesland, 53.3642447, 5.2168968
8881, West-Terschelling, Terschelling, Friesland, 53.3627053, 5.2168932
8882, Hee, Terschelling, Friesland, 53.3755111, 5.255395
8883, Kaart, Terschelling, Friesland, 53.3766227, 5.2703421
8884, Baaiduinen, Terschelling, Friesland, 53.3773557, 5.2868677
8885, Kinnum, Terschelling, Friesland, 53.3753702, 5.2761001
8891, Midsland, Terschelling, Friesland, 53.382631, 5.2874422
8892, Seerijp, Terschelling, Friesland, 53.3799642, 5.2974874
8893, Landerum, Terschelling, Friesland, 53.3866214, 5.300388
8894, Formerum, Terschelling, Friesland, 53.3898535, 5.3098956
8895, Lies, Terschelling, Friesland, 53.3938612, 5.3262428
8896, Hoorn, Terschelling, Friesland, 53.3970134, 5.3436161
8897, Oosterend, Terschelling, Friesland, 53.4043348, 5.379603
8899, Vlieland, Vlieland, Friesland, 53.2501844, 4.9514271
8900, Leeuwarden, Leeuwarden, Friesland, 53.223301, 5.7516999
8901, Leeuwarden, Leeuwarden, Friesland, 53.223301, 5.7516999
8902, Leeuwarden, Leeuwarden, Friesland, 53.223301, 5.7516999
8903, Leeuwarden, Leeuwarden, Friesland, 53.223301, 5.7516999
8911, Leeuwarden, Leeuwarden, Friesland, 53.2026778, 5.7950927
8912, Leeuwarden, Leeuwarden, Friesland, 53.1897198, 5.7559507
8913, Leeuwarden, Leeuwarden, Friesland, 53.2006715, 5.7807928
8914, Leeuwarden, Leeuwarden, Friesland, 53.2060963, 5.7524581
8915, Leeuwarden, Leeuwarden, Friesland, 53.2107808, 5.7673155
8916, Leeuwarden, Leeuwarden, Friesland, 53.2060198, 5.7819218
8917, Leeuwarden, Leeuwarden, Friesland, 53.2081932, 5.7927898
8918, Leeuwarden, Leeuwarden, Friesland, 53.2162164, 5.7944872
8919, Leeuwarden, Leeuwarden, Friesland, 53.2246534, 5.7598272
8921, Leeuwarden, Leeuwarden, Friesland, 53.2045145, 5.8128329
